ID,NAME,xcoord,ycoord
65,Lisboa,18.4841389997194,-33.544660000155
66,Lisboa,18.4841389997194,-33.544660000155
67,Mauritius,18.4878390007344,-33.5441380001639
68,Magnet,18.4905139996166,-33.5464349999102
69,Kehrweider,18.487336999874,-33.5481630001824
70,Saxonsea Clinic,18.4885479990009,-33.5503369997189
71,Goede Hoop,18.4848310000905,-33.5508840009777
72,Valleyfield,18.4837009998837,-33.5548880000965
73,Saxonsea Primary,18.4887400000398,-33.5554640006631
74,Wesfleur Park,18.4883289995323,-33.5586790003469
75,Atlantis,18.4918109998214,-33.5638499999132
76,Atlantis,18.4918109998214,-33.5638499999132
77,Parkview,18.488346999985,-33.5655769989953
78,Gothenburg,18.4832479999514,-33.5680760003848
79,Colebrook,18.4822190012221,-33.5707999994028
80,Bengal,18.4860429996676,-33.5714009992281
81,Alberto,18.4901719996833,-33.5719270002393
82,Disa,18.4940000002231,-33.5736480000386
83,Bottlebrush,18.4966719995108,-33.5775890002868
84,Berzelia,18.4924610006289,-33.5777290004741
85,Starke,18.4872200001484,-33.579994999693
86,Charles Duminy,18.4846919993639,-33.5798920008572
87,Tom Henshilwood,18.4829559988578,-33.5832769995641
88,John Van Niekerk,18.4782279992809,-33.5844479999354
89,Neil Hare,18.4744349996766,-33.5870829988851
90,Charles Matthews,18.4814210005446,-33.5912979998202
91,Atlantis,18.4918230004362,-33.5638630002054
92,Lisboa,18.4841389997194,-33.544660000155
93,Starke,18.4872219998857,-33.5799879996143
94,Neil Hare,18.4743170009529,-33.58702500028
95,Charles Matthews,18.4814159993893,-33.5912729999626
96,John Van Niekerk,18.4785570006018,-33.5842950001851
97,Tom Henshilwood,18.4829119994001,-33.583268000384
98,Charles Duminy,18.4842959999369,-33.5801059998026
99,Berzelia,18.4929849992314,-33.5778120007318
100,Bottlebrush,18.4972520002401,-33.5774120003531
101,Disa,18.4938640000423,-33.5735870010882
102,Alberto,18.490294999993,-33.5719829995832
103,Bengal,18.4861130013476,-33.5713930009098
104,Colebrook,18.4822360001976,-33.5709159999479
105,Gothenburg,18.4831939998358,-33.5681929997298
106,Pella North,18.5208419997305,-33.5359259996334
107,Pella Central,18.5206810004562,-33.5388719999446
108,Pella South,18.5196509987486,-33.5424220005925
109,Tsitsikamma,18.4944240001978,-33.5475500001533
110,Montreal,18.4934870001705,-33.5521379995493
111,Charel Uys North,18.4938700001346,-33.5557150002438
112,Arion,18.4962090001716,-33.5591070003792
113,Atlantis,18.4918109998214,-33.5638499999132
114,Atlantis,18.491651000577,-33.5639050003842
115,Arion,18.4962009993589,-33.5590790000669
116,Charel Uys North,18.493862000137,-33.5556980004651
117,Montreal,18.4934880000225,-33.5521349993791
118,Tsitsikamma,18.4944239998651,-33.5474980001081
119,Pella South,18.5201600001716,-33.5423890008408
120,Pella Central,18.5206750007502,-33.5388390000741
121,Pella North,18.5203870005493,-33.5369720007298
122,Atlantis,18.491651000577,-33.5639050003842
123,Brutus,18.4912430005223,-33.5573000005928
124,Sherwood,18.4934580006538,-33.5554979998654
125,Clearwater,18.4975890003551,-33.5542139999761
126,Montezuma,18.500594999363,-33.5525909993263
127,Newlands,18.4984749997376,-33.5511110005607
128,Knysna,18.5016079996472,-33.5502520007733
129,Sherwood,18.4944919997458,-33.5552079998422
130,Brutus,18.4915110002532,-33.5567529995875
131,Atlantis,18.4918109998214,-33.5638499999132
132,Lagan,18.5020149992012,-33.5546700003532
133,Kolgha,18.5041529993925,-33.5540490000547
134,Reygersdal,18.4940510008902,-33.5667140000898
135,Flamingo Park,18.4967070005088,-33.5683059997902
136,Malgas,18.4997120006022,-33.5708520000839
137,Jacana,18.5013830003366,-33.5701629999945
138,Patrys,18.5030559994912,-33.5708809999415
139,Swawel,18.5065599997263,-33.5687750004924
140,Tortelduif,18.5074989992865,-33.565076999956
141,Robinvale,18.5041820001018,-33.5659579994431
142,Curlew,18.4999959991988,-33.5658460008009
143,Sampson,18.4976550004329,-33.5641689997687
144,Atlantis,18.4918230004362,-33.5638630002054
145,Atlantis,18.491651000577,-33.5639050003842
146,Atlantis,18.4918109998214,-33.5638499999132
147,Sampson,18.4974000003207,-33.5641069989651
148,Curlew,18.4996989999706,-33.5655470000695
149,Robinvale,18.5044200002391,-33.5659310007166
150,Patrys,18.5032979996606,-33.5709660007509
151,Swawel,18.5065599996661,-33.5688360005521
152,Tortelduif,18.5068330007513,-33.5650700001147
153,Jacana,18.5014659991404,-33.5702350000569
154,Malgas,18.4997759996026,-33.5708310002312
155,Flamingo Park,18.496879999568,-33.5684869994107
156,Reygersdal,18.4939599991229,-33.5666700005712
157,Atlantis,18.491651000577,-33.5639050003842
158,Atlantis,18.491651000577,-33.5639050003842
159,Arion,18.4962090001716,-33.5591070003792
160,Charel Uys North,18.4938700001346,-33.5557150002438
161,Sherwood,18.4944919997458,-33.5552079998422
162,Clearwater,18.4974589996385,-33.55426499992
163,Lagan,18.5020149992012,-33.5546700003532
164,Kolgha,18.5041529993925,-33.5540490000547
165,Insiswa,18.5046110006656,-33.5512799998464
166,Knysna,18.5016079996472,-33.5502520007733
167,Saxonsea Clinic,18.4884319986989,-33.5501819994531
168,Kehrweider,18.487336999874,-33.5481630001824
169,Magnet,18.4905139996166,-33.5464349999102
170,Mauritius,18.4878390007344,-33.5441380001639
171,Lisboa,18.4841389997194,-33.544660000155
172,Hermes,18.4861859993547,-33.5474900005244
173,Saxonsea Clinic,18.4885479990009,-33.5503369997189
174,Goede Hoop,18.4848359999363,-33.5508860005145
175,Valleyfield,18.4836980007279,-33.5548870005185
176,Fernande,18.48856899949,-33.5552570004061
177,Wesfleur Park,18.4882319994596,-33.5587939996839
178,Atlantis,18.4918230004362,-33.5638630002054
179,Parkview,18.4883909995724,-33.5655939996914
180,Gothenburg,18.4832479999514,-33.5680760003848
181,Colebrook,18.4822190012221,-33.5707999994028
182,Bengal,18.4860429996676,-33.5714009992281
183,Alberto,18.4901719996833,-33.5719270002393
184,Disa,18.4940000002231,-33.5736480000386
185,Bottlebrush,18.4966719995108,-33.5775890002868
186,Berzelia,18.4924610006289,-33.5777290004741
187,Dahlia,18.489433000224,-33.5743419995723
188,Grosvenor,18.4905269999943,-33.5724959997814
189,Charel Uys,18.4924149992296,-33.5698050003829
190,Reygersdal,18.4939599991229,-33.5666700005712
191,Atlantis,18.491651000577,-33.5639050003842
192,Atlantis,18.4918230004362,-33.5638630002054
193,Reygersdal,18.4940510008902,-33.5667140000898
194,Flamingo Park,18.4967070005088,-33.5683059997902
195,Magnolia,18.4985380004053,-33.5714740003521
196,Starling,18.5011320009205,-33.5738510001228
197,Starling,18.5011320009205,-33.5738510001228
198,Kerria Primary,18.4986480000893,-33.5770069999021
199,Bottlebrush,18.4966719995108,-33.5775890002868
200,Begonia,18.4976689998508,-33.5806490008362
201,Aloe,18.5018099996838,-33.5804649995951
202,Acacia,18.5030339994721,-33.5795270006419
203,Azalea,18.5028519990497,-33.5758159994738
204,Magnolia,18.4986389998328,-33.5716789997652
205,Magnolia,18.4986290000425,-33.5716589998164
206,Malgas,18.4998900002508,-33.5707950000012
207,Jacana,18.5013830003366,-33.5701629999945
208,Patrys,18.5055829998224,-33.5714799996941
209,Swawel,18.5065599997263,-33.5687750004924
210,Tortelduif,18.5067450006527,-33.5650690001803
211,Robinvale,18.5041820001018,-33.5659579994431
212,Curlew,18.4999959991988,-33.5658460008009
213,Carmel,18.4998950002397,-33.562582999891
214,Cealian,18.5018470006163,-33.5595450000922
215,Harrow,18.5049920006141,-33.5575749998093
216,Malvern,18.5018630000251,-33.5553689996195
217,Deerlodge,18.4977919995189,-33.5513450000838
218,Montreal,18.4934870001705,-33.5521379995493
219,Charel Uys North,18.4938700001346,-33.5557150002438
220,Arion,18.4962090001716,-33.5591070003792
221,Atlantis,18.4918109998214,-33.5638499999132
222,Starke,18.4872219998857,-33.5799879996143
223,Charel Uys South,18.486192000983,-33.5833559996784
224,Gerwyn Owen,18.4813839998846,-33.5884020000624
225,Duynefontein,18.4562660006991,-33.6903770006158
226,Wanderlust,18.4560859990264,-33.7008790005923
227,Blaauwe Berg,18.4556569998072,-33.7255610001023
228,Melkbosstrand,18.4423399996427,-33.730857999922
229,Table View,18.4888339991628,-33.8247679996143
230,Neil Hare,18.4743190003111,-33.5870259995244
231,Dahlia,18.489433000224,-33.5743419995723
232,Grosvenor,18.4905269999943,-33.5724959997814
233,Charel Uys,18.4924149992296,-33.5698050003829
234,Reygersdal,18.4939599991229,-33.5666700005712
235,Atlantis,18.491651000577,-33.5639050003842
236,Omuramba,18.5124849994102,-33.8682210005325
237,Royal Ascot,18.5028199996686,-33.8630120000401
238,Racecourse,18.5003609996097,-33.8613909997272
239,Sunset Beach,18.4963030002782,-33.8532740001111
240,Porterfield,18.4885540000921,-33.8150589998875
241,Quebec,18.3837330006121,-33.9526039998737
242,Sandown,18.4842690001081,-33.8069110003287
243,Driftwood,18.4554299997052,-33.7414060003898
244,Birkenhead,18.4554600001642,-33.7358970003948
245,Brittlestar,18.4529180000535,-33.7345779996487
246,Atlantic Beach,18.4473369999113,-33.7322300003074
247,Atlantis,18.4918109998214,-33.5638499999132
248,Omuramba,18.5124509997956,-33.8682029998126
249,Royal Ascot,18.5027989992866,-33.863001000517
250,Sunset Beach,18.4963090004082,-33.853301999943
251,Racecourse,18.5003670006396,-33.8613840007859
252,Table View,18.4888339991628,-33.8247679996143
253,Porterfield,18.4886030008114,-33.8150500005533
254,Sandown,18.4842739993967,-33.8069209999691
255,Driftwood,18.455428999648,-33.7414869999603
256,Birkenhead,18.4554620005712,-33.7358469999344
257,Brittlestar,18.4529140002407,-33.7345719999762
258,Atlantic Beach,18.4474030003139,-33.7322170005398
259,Melkbosstrand,18.4423630005377,-33.7308330005426
260,Blaauwe Berg,18.45481299965,-33.7261180006589
261,Wanderlust,18.4560849993657,-33.7009249999403
262,Duynefontein,18.4562620000397,-33.6906150000569
263,Ravensteyn,18.3849119995519,-33.9571750006426
264,Camps Bay,18.3788370002289,-33.9500120003367
265,Neil Hare,18.4743170009529,-33.58702500028
266,Table View,18.4888339991628,-33.8247679996143
267,Popham,18.4843600006461,-33.8235169998394
268,Paradise,18.4664679994253,-33.512882999483
269,Goedverwacht,18.4710100000646,-33.5130619996001
270,Lord Caledon,18.4743780005412,-33.5109940005259
271,Denne West,18.4740169997196,-33.5083969991448
272,Denne East,18.4788420002111,-33.5100649990207
273,Frans,18.4808240002151,-33.5138870000444
274,Pella South,18.5196509987486,-33.5424220005925
275,Pella Central,18.5206810004562,-33.5388719999446
276,Pella North,18.5203870005493,-33.5369720007298
277,Pella Central,18.5206750007502,-33.5388390000741
278,Pella South,18.5201600001716,-33.5423890008408
279,Tsitsikamma,18.4944239998651,-33.5474980001081
280,Montreal,18.4934880000225,-33.5521349993791
281,Charel Uys North,18.493862000137,-33.5556980004651
282,Arion,18.4962009993589,-33.5590790000669
283,Atlantis,18.491651000577,-33.5639050003842
284,Silverstream,18.4826710005043,-33.5205070002244
285,PM Louw,18.4777360002361,-33.517075000321
286,Enon,18.474575000593,-33.5127810003185
287,Enon,18.474575000593,-33.5127810003185
288,Goedverwacht,18.4720189995376,-33.5123440005464
289,Paradise,18.4662099996118,-33.5132240005545
290,Crown,18.4639100004657,-33.5140250001812
291,Gerwyn Owen,18.4813169992642,-33.588408999746
292,Charel Uys South,18.4861070005382,-33.5836219998018
293,Starke,18.4872200001484,-33.579994999693
294,Dahlia,18.489500000845,-33.5742289994345
295,Grosvenor,18.4909549998504,-33.5718420004405
296,Charel Uys,18.4925570001202,-33.5696059996035
297,Reygersdal,18.4940510008902,-33.5667140000898
298,Atlantis,18.4918109998214,-33.5638499999132
299,Parkview,18.4883400001936,-33.5655739996555
300,Atlantis,18.491651000577,-33.5639050003842
301,Kuyasa,18.6926340001169,-34.0555760004407
302,Parkview,18.4883909995724,-33.5655939996914
303,Gothenburg,18.4832479999514,-33.5680760003848
304,Arion,18.4962090001716,-33.5591070003792
305,Colebrook,18.4822190012221,-33.5707999994028
306,Charel Uys North,18.4938700001346,-33.5557150002438
307,Bengal,18.4860429996676,-33.5714009992281
308,Montreal,18.4934870001705,-33.5521379995493
309,Alberto,18.4901719996833,-33.5719270002393
310,Tsitsikamma,18.4944240001978,-33.5475500001533
311,Disa,18.4940000002231,-33.5736480000386
312,Pella South,18.5196509987486,-33.5424220005925
313,Pella North,18.5208419997305,-33.5359259996334
314,Berzelia,18.493000000058,-33.5778139998237
315,Pella North,18.5203870005493,-33.5369720007298
316,Starke,18.4871909997828,-33.580092000337
317,Charles Duminy,18.4846919993639,-33.5798920008572
318,Pella Central,18.5206810004562,-33.5388719999446
319,Tom Henshilwood,18.4829559988578,-33.5832769995641
320,Pella Central,18.5206750007502,-33.5388390000741
321,Pella South,18.5201600001716,-33.5423890008408
322,John Van Niekerk,18.4782279992809,-33.5844479999354
323,Neil Hare,18.4744349996766,-33.5870829988851
324,Silverstream,18.4826710005043,-33.5205070002244
325,Atlantis,18.4918109998214,-33.5638499999132
326,Charles Matthews,18.4814039996412,-33.591213000365
327,Lord Caledon,18.4743780005412,-33.5109940005259
328,Begonia,18.4966680000935,-33.5802710000336
329,Aloe,18.5015230005264,-33.5805540002378
330,Acacia,18.5029749990767,-33.5796359990254
331,Azalea,18.5031499994558,-33.5759269998879
332,Kerria Primary,18.4989519996807,-33.5768959992309
333,Begonia,18.4974229992685,-33.5805549996234
334,Aloe,18.5018099996838,-33.5804649995951
335,Acacia,18.5030339994721,-33.5795270006419
336,Azalea,18.5028519990497,-33.5758159994738
337,Kerria Primary,18.4986480000893,-33.5770069999021
338,Charles Matthews,18.4814159993893,-33.5912729999626
339,Neil Hare,18.4743170009529,-33.58702500028
340,Tom Henshilwood,18.4829119994001,-33.583268000384
341,Charles Duminy,18.4842959999369,-33.5801059998026
342,Starke,18.4872219998857,-33.5799879996143
343,Berzelia,18.4929849992314,-33.5778120007318
344,Disa,18.4938640000423,-33.5735870010882
345,Alberto,18.490294999993,-33.5719829995832
346,Bengal,18.4861130013476,-33.5713930009098
347,Colebrook,18.4822360001976,-33.5709159999479
348,Gothenburg,18.4831939998358,-33.5681929997298
349,Parkview,18.4883400001936,-33.5655739996555
350,Atlantis,18.491651000577,-33.5639050003842
351,Oscar Mpetha,18.6838430000732,-34.0563190000788
352,Ncumo West,18.6734660005086,-34.0534910003225
353,Kwezi,18.6686890004724,-34.0479389996136
354,Ngcingcu,18.6670310001838,-34.0449290004642
355,Makabeni,18.6605679991614,-34.0434979997296
356,Mfundisweni,18.6537760001325,-34.0394469993438
357,Pama West,18.6528249997932,-34.0312010000016
358,Sigwele,18.6518289993356,-34.0227010007495
359,Aliam,18.6534570000987,-34.0183439996345
360,Jeff Masemola,18.6566190002576,-34.0157730001992
361,Civic Centre,18.4297220007067,-33.9207180002612
362,Civic Centre,18.4297489992939,-33.9207379998985
363,Jeff Masemola,18.6565900009199,-34.0160709995475
364,Aliam,18.6534799993375,-34.0184740001238
365,Sigwele,18.6518429996345,-34.0228179997033
366,Pama West,18.652831000207,-34.0312530000244
367,Mfundisweni,18.6537840003729,-34.0395109999235
368,Makabeni,18.6607200004233,-34.0434479992071
369,Ngcingcu,18.6670700004143,-34.0450060004305
370,Kwezi,18.6687020001202,-34.0479500006016
371,Ncumo West,18.6735710009484,-34.0535649997742
372,Oscar Mpethu,18.6840239994287,-34.0563200004336
373,Kuyasa,18.6926200002801,-34.0555789995356
374,Adderley,18.4249320005171,-33.9205990000783
375,Riebeeck,18.4208299999154,-33.9182909992134
376,Alfred,18.4182180002972,-33.9152949996746
377,Gallows Hill,18.41610500041,-33.9119829995538
378,Upper Portswood,18.4130879999117,-33.9092099997766
379,Wigtown,18.4069919997801,-33.9075720002066
380,Hill,18.4033770004586,-33.9078160003909
381,Ellerslie,18.3982969996721,-33.9081660004678
382,Camberwell,18.395823999871,-33.909212000656
383,Sea Point High,18.3940839998056,-33.9106879998296
384,Firmount,18.3919019992448,-33.9132229998792
385,Sea Point,18.3900130003611,-33.9154209996735
386,Arthur's,18.3879370007094,-33.9178660004738
387,Clarens,18.3856609995649,-33.9195399996765
388,Kei Apple,18.3831160002194,-33.9211469997388
389,Tramway,18.3812290002058,-33.9221950001056
390,Queens Beach,18.3797209992122,-33.9213680009049
391,Queens Beach,18.3797209992122,-33.9213680009049
392,Tramway,18.3817150011423,-33.9219299996261
393,Kei Apple,18.3835090004145,-33.9208989999603
394,Clarens,18.3859190005375,-33.9193779994529
395,Arthur's,18.3882970002601,-33.9174409999515
396,Sea Point,18.3902250004818,-33.9151749996981
397,Firmount,18.3925110001166,-33.9125080004854
398,Sea Point High,18.3937649999626,-33.9110529992788
399,Camberwell,18.3963869995217,-33.9088879995556
400,Ellerslie,18.3979579995477,-33.9080810003934
401,Hill,18.402539000297,-33.9077850000033
402,Wigtown,18.4064319993346,-33.9075200004827
403,Upper Portswood,18.4132060005635,-33.9091899993043
404,Gallows Hill,18.4162460009119,-33.9119759998731
405,Alfred,18.4185569989204,-33.915970000127
406,Riebeeck,18.4219149999193,-33.9190670000228
407,Waterkant,18.4217810009495,-33.9200529998925
408,St Georges,18.4224909994444,-33.9214569998594
409,Adderley,18.424797999982,-33.9204550007084
410,Civic Centre,18.4297489992939,-33.9207379998985
411,Kapteinsklip,18.6216669995664,-34.0675390000189
412,Snowdon,18.6261849996912,-34.0660719996418
413,Paulsberg,18.6312650003226,-34.0637080000126
414,Langberg,18.6376270008901,-34.0605319995261
415,Spine,18.6316689998658,-34.0540370001126
416,Imperial,18.6249460003081,-34.0482879992286
417,Mitchell's Plain,18.6196090007939,-34.0464800001131
418,Pontiac,18.621154000311,-34.0446849994245
419,Kerrem,18.6189189999485,-34.0404319996255
420,Marguerite,18.6145010002027,-34.0317309991499
421,Sesame,18.6082940002716,-34.0228440000694
422,Civic Centre,18.4297220007067,-33.9207180002612
423,Imperial,18.6250939999461,-34.048153999888
424,Mitchells Plain,18.6196090007939,-34.0464800001131
425,Kapteinsklip,18.6214540000496,-34.0678660001245
426,Snowdon,18.6264160003794,-34.0660739994502
427,Paulsberg,18.6313359994266,-34.0637349995575
428,Langeberg,18.6374329993718,-34.0612579999936
429,Spine,18.6328939999887,-34.0547809997929
430,Kerrem,18.618742000675,-34.0394739998598
431,Marguerite,18.6147130009135,-34.031648000354
432,Sesame,18.6085710003058,-34.022794999528
433,Civic Centre,18.4297489992939,-33.9207379998985
434,Civic Centre,18.4297220007067,-33.9207180002612
435,Foreshore,18.4302909997931,-33.9183560000351
436,Lower Long,18.4231200005053,-33.9188140001425
437,Mid Long,18.4208660004257,-33.9208859998313
438,Longmarket,18.419059999777,-33.9225299997471
439,Dorp,18.4175249991247,-33.923932999696
440,Upper Long,18.4146569994686,-33.9265390000035
441,Michaelis,18.413388000784,-33.9287160007832
442,Government Ave,18.4137049995319,-33.9315220003361
443,Annandale,18.4147980000129,-33.9330999993652
444,Gardens,18.4195719999797,-33.9339760002081
445,Gardens,18.4195300006187,-33.9342380001388
446,Annandale,18.4151430007748,-33.933666999878
447,Government Ave,18.4131719992176,-33.930948000548
448,Michaelis,18.4132679998796,-33.9289619997357
449,Upper Loop,18.4139830010422,-33.9261010001467
450,Leeuwen,18.4163189997971,-33.923955999552
451,Church,18.4180560012466,-33.9223709990502
452,Mid Loop,18.420787999751,-33.9198860005193
453,Lower Loop,18.4223789999385,-33.9184259998404
454,Foreshore,18.4310769995807,-33.9178450002483
455,Civic Centre,18.4297489992939,-33.9207379998985
456,Civic Centre,18.4297220007067,-33.9207180002612
457,Adderley,18.4249320005171,-33.9205990000783
458,Darling,18.4222719995466,-33.9238660001151
459,Lower Buitenkant,18.4247940000938,-33.9264929998302
460,Roeland,18.421177000587,-33.9299719996647
461,Roodehek,18.4198380005092,-33.9323019996221
462,Lower Plein,18.4240099992727,-33.9234190004501
463,Breakwater,18.4206920011734,-33.9021230003181
464,Gardens,18.4195719999797,-33.9339760002081
465,Gardens,18.4195300006187,-33.9342380001388
466,Annandale,18.4151430007748,-33.933666999878
467,De Waal Park,18.4141129990886,-33.9378630001099
468,Upper Orange,18.4141110007472,-33.9406600003143
469,Montrose,18.4114410003133,-33.9412810001579
470,Marmion,18.4116710003106,-33.9433089996558
471,Chesterfield,18.4096759995781,-33.9432149997171
472,Invermark,18.4080060004276,-33.9430340003436
473,Molteno,18.4090989998073,-33.9403960008491
474,Rayden,18.409822000041,-33.9370770005172
475,Lower Reservoir,18.4122139990915,-33.935180999678
476,Annandale,18.4147980000129,-33.9330999993652
477,Gardens,18.4195300006187,-33.9342380001388
478,Roodehek,18.4201239992375,-33.9316510004856
479,Roeland,18.4212109997143,-33.9297659999033
480,Lower Buitenkant,18.424658999454,-33.926619999858
481,Darling,18.42277699993,-33.9242480006986
482,Adderley,18.424797999982,-33.9204550007084
483,Graaff's Pool,18.3881909999363,-33.9132059996307
484,Civic Centre,18.4297489992939,-33.9207379998985
485,Victoria,18.522403000118,-33.8879940000339
486,Sailors Green,18.5254230000951,-33.8854120002007
487,Soldier,18.5270760010403,-33.8830489999508
488,Emerald,18.5265860008629,-33.8798699999581
489,Century Gate,18.5227880009068,-33.8819890005124
490,Edison,18.5170940003448,-33.8819259998919
491,Ocean Spirit,18.5141109997392,-33.8814880002189
492,Democracy South,18.5070809989109,-33.8804280001345
493,Quest,18.4977550010087,-33.8803780002567
494,Loxton East,18.4954080000439,-33.8830440002606
495,Loxton West,18.4921669996139,-33.8823760011081
496,Loxton West,18.4920269997744,-33.8823410005246
497,Mansfield,18.4958810003145,-33.882655000889
498,Quest,18.4976779994578,-33.8802700003406
499,Democracy South,18.507621999772,-33.8803709998092
500,Namer,18.5148729991036,-33.8817659999259
501,Edison,18.5169890002194,-33.8819309999599
502,Century Gate,18.5224159998642,-33.8816059992257
503,Emerald,18.5266509996307,-33.8799269992602
504,Soldier,18.527104999824,-33.883103000519
505,Sailors Green,18.5253800001093,-33.885433999473
506,Victoria,18.5224210006113,-33.8879890004736
507,Adderley,18.424797999982,-33.9204550007084
508,Leeuwen,18.4163189997971,-33.923955999552
509,Upper Loop,18.4139830010422,-33.9261010001467
510,Upper Long,18.4146569994686,-33.9265390000035
511,Dorp,18.4175249991247,-33.923932999696
512,Adderley,18.4249320005171,-33.9205990000783
513,Breakwater,18.4190630008999,-33.9032700001534
514,Portswood South,18.4147129999002,-33.9075060005706
515,Portswood North,18.4177159996633,-33.9055060005172
516,Groot Kerk,18.4211569999267,-33.9240659996739
517,Lower Kloof,18.4120930000834,-33.9286190002711
518,Eaton,18.4091459990982,-33.9316120003093
519,Welgemeend,18.4070850004056,-33.9345779995149
520,Upper Kloof,18.4050620006395,-33.9363100001186
521,Kew,18.4024590000116,-33.9369839993389
522,Kew,18.4024590000116,-33.9369839993389
523,Upper Kloof,18.4050990003971,-33.9362280000492
524,Welgemeend,18.4071380012187,-33.9345130001906
525,Eaton,18.4091449997182,-33.9316129998248
526,Lower Kloof,18.4122000001161,-33.9285160003709
527,Groot Kerk,18.4212200002101,-33.9238359994181
528,Waterfront,18.4210469997644,-33.9017760006923
529,Breakwater,18.4194839998509,-33.9028630001889
530,Portswood North,18.4178949999749,-33.9053790006049
531,Portswood South,18.4148909995936,-33.9073869991115
532,Kew,18.4024590000116,-33.9369839993389
533,Upper Kloof,18.4050990003971,-33.9362280000492
534,Welgemeend,18.4071380012187,-33.9345130001906
535,Eaton,18.4091449997182,-33.9316129998248
536,Lower Kloof,18.4122000001161,-33.9285160003709
537,Upper Loop,18.4139830010422,-33.9261010001467
538,Leeuwen,18.4163189997971,-33.923955999552
539,Church,18.4180560012466,-33.9223709990502
540,Mid Loop,18.420787999751,-33.9198860005193
541,Riebeeck,18.4208299999154,-33.9182909992134
542,Alfred,18.4182180002972,-33.9152949996746
543,Gallows Hill,18.41610500041,-33.9119829995538
544,Upper Portswood,18.4130879999117,-33.9092099997766
545,Fort Wynard,18.4134129993204,-33.9053079999076
546,Beach,18.4165330004056,-33.90334299998
547,Breakwater,18.4194839998509,-33.9028630001889
548,Waterfront,18.4210409997076,-33.9018850005661
549,Waterfront,18.4210469997644,-33.9017760006923
550,Breakwater,18.4190630008999,-33.9032700001534
551,Beach,18.4166060000215,-33.9034249995284
552,Fort Wynard,18.4136589996692,-33.9052679997445
553,Wigtown,18.4069919997801,-33.9075720002066
554,Hill,18.4033770004586,-33.9078160003909
555,Ellerslie,18.3982969996721,-33.9081660004678
556,Camberwell,18.395823999871,-33.909212000656
557,Sea Point High,18.3940839998056,-33.9106879998296
558,Firmount,18.3919019992448,-33.9132229998792
